Covidence #,Study ID,Title,Reviewer Name,Study ID (dup),Title (dup),Journal Subject Area (Scimago classification),What is the type of study?,What are the objectives of the study?,Which RL technique is used?,Which finance application is tested?,What are the stated key results of the study?,What are the stated limitations of the study?,What asset classes are in the dataset?,What are the number of assets in the dataset?,What is the nature of the asset price dataset?,What is the granularity of the price dataset?,What is the format of the price dataset?,What other datasets are used in the study?,What is the time frame of time series data used?:,Date Start,Date End,Is all used and produced data made publicly available and referred to in the article?,Which continents are represented in the price dataset?,Is dataset quality discussed in article?,Is out-of-sample testing applied?,Was the model tested on diverse test sets?,Was the model tested across different datasets or applications?,Is the non-stationarity problem of financial markets explicitly addressed?,Are all performance results published to avoid post-selection?,Is the process of hyperparameter tuning explicitly described?,Which evaluation metrics are used?,Are results validated using statistical tests or confidence intervals?,Is the code or workflow made publicly available and referred to?,What is the implementation status?,Does the study conduct a benchmark?,What is the model benchmarked against?,Is a standard dataset used for all models?,Does study mention Transfer Learning or similar method as potential avenue for research?,Does study mention alternative generalization methods?,Does the study propose a framework to structure RL research in finance?
95,Kan 2024,Learning and processing framework using Fuzzy Deep Neural Network for trading and portfolio rebalancing,Consensus,Kan2024,Learning and processing framework using Fuzzy Deep Neural Network for trading and portfolio rebalancing,Computer Science,Primary,Develop an interpretable fuzzy deep neural network (IFDNN) integrated into a framework for financial market forecasting.,Actor-Critic Method,Portfolio Management,"Created interpretable deep structure using fuzzy logic.
Proposed learning and processing framework.
Presented improved trading strategy using f-MACD.
Compared performance of two RL models in proposed framework.","Only used MACD technical indicators for detecting herd behavior.
Maximum value of membership clusters for fuzzy rules is chosen based on domain knowledge.",Equity (Stocks),3,Real-world Data,Daily,Time Series,None,,01.01.1998,31.12.2021,No,Europe; North America,No,Yes,None,No,Yes,Yes,Yes,Sharpe ratio; Max drawdown; Other: Returns,No,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,Yes,No
94,Shi 2021,Stock trading rule discovery with double deep Q-network,Mathis Jander,Shi2021,Stock trading rule discovery with double deep Q-network,Applied Soft Computing,Primary,Develop an end-to-end Double DQN framework for stock trend prediction and trading.,Value-based Method,Algorithmic Trading,"Applied end-to-end DDQN model to financial time series analysis problem.
Used CNN to capture hidden dependencies and latent dynamics in stock data.
Proposed two kinds of reward functions.",none,Equity (Stocks),18,Real-world Data,Daily,Time Series,Market Data,,01.01.2015,30.09.2018,No,Asia; North America,No,Yes,Different time series,Yes,Yes,Yes,No,"Max drawdown; Other: Return, Accuracy",No,Yes,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,No,No
94,Shi 2021,Stock trading rule discovery with double deep Q-network,Consensus,Shi2021,Stock trading rule discovery with double deep Q-network,Applied Soft Computing,Primary,Develop an end-to-end Double DQN framework for stock trend prediction and trading.,Value-based Method,Algorithmic Trading,"Applied end-to-end DDQN model to financial time series analysis problem.
Used CNN to capture hidden dependencies and latent dynamics in stock data.
Proposed two kinds of reward functions.",none,Equity (Stocks),18,Real-world Data,Daily,Time Series,Market Data,,01.01.2015,30.09.2018,No,Asia; North America,No,Yes,Different time series,Yes,Yes,Yes,No,"Max drawdown; Other: Return, Accuracy",No,Yes,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,No,No
93,Jeong 2024,Pro Trader RL: Reinforcement learning framework for generating trading knowledge by mimicking the decision-making patterns of professional traders,Mathis Jander,Jeong2024,"Pro Trader RL: Reinforcement learning framework for generating trading 
knowledge by mimicking the decision-making patterns of professional traders ","Computer Science, Engineering",Primary,"Develop Pro Trader RL, a reinforcement learning framework that mimics professional traders' decision-making patterns.",Policy-based Method; Actor-Critic Method,Algorithmic Trading,"Proposed ProTrader RL framework consisting of multiple modules.
Framework proposes novel method for calculating relative reward.
Integrated advanced risk management protocols into RL module.
Tested framework in various market scenarios.",none,Equity (Stocks),1465,Real-world Data,Daily,Time Series,None,,25.02.2005,15.10.2023,No,North America,Yes,Yes,Different timeframes,No,No,Yes,No,"Sharpe ratio; Max drawdown; Other: Annual return, Cumulative return, Accuracy of trades",No,No,Simulation-based,Yes,Market Indexes; Algorithmic Baselines,Yes,No,Yes,No
93,Jeong 2024,Pro Trader RL: Reinforcement learning framework for generating trading knowledge by mimicking the decision-making patterns of professional traders,Consensus,Jeong2024,"Pro Trader RL: Reinforcement learning framework for generating trading 
knowledge by mimicking the decision-making patterns of professional traders ","Computer Science, Engineering",Primary,"Develop Pro Trader RL, a reinforcement learning framework that mimics professional traders' decision-making patterns.",Policy-based Method; Actor-Critic Method,Algorithmic Trading,"Proposed ProTrader RL framework consisting of multiple modules.
Framework proposes novel method for calculating relative reward.
Integrated advanced risk management protocols into RL module.
Tested framework in various market scenarios.",none,Equity (Stocks),1465,Real-world Data,Daily,Time Series,None,,25.02.2005,15.10.2023,No,North America,Yes,Yes,Different timeframes,No,No,Yes,No,"Sharpe ratio; Max drawdown; Other: Annual return, Cumulative return, Accuracy of trades",No,No,Simulation-based,Yes,Market Indexes; Algorithmic Baselines,Yes,No,Yes,No
92,Yuan 2020,Using data augmentation based reinforcement learning for daily stock trading,Mathis Jander,Yuan2020,Using Data Augmentation Based Reinforcement Learning for Daily Stock Trading,"Computer Science, Engineering",Primary,To overcome data sparsity in RL for stock trading by training agents on minute-candle data and applying them to daily stock trading.,Value-based Method; Policy-based Method; Actor-Critic Method,Algorithmic Trading,"Proposed data augmentation approach to enlarge training dataset.
Provided an access mechanism based to select stocks for trading.
Showed that proposed model outperforms Buy and Hold strategy.",none,Equity (Stocks),30,Real-world Data,Daily; Minute,Time Series,None,,01.01.2016,12.06.2020,No,Asia,No,Yes,Different timeframes,No,No,Yes,No,Sharpe ratio; Other: Annualized return,No,No,Simulation-based,Yes,Random or Naive Strategies,Yes,Yes,No,No
92,Yuan 2020,Using data augmentation based reinforcement learning for daily stock trading,Consensus,Yuan2020,Using Data Augmentation Based Reinforcement Learning for Daily Stock Trading,"Computer Science, Engineering",Primary,To overcome data sparsity in RL for stock trading by training agents on minute-candle data and applying them to daily stock trading.,Value-based Method; Policy-based Method; Actor-Critic Method,Algorithmic Trading,"Proposed data augmentation approach to enlarge training dataset.
Provided an access mechanism based to select stocks for trading.
Showed that proposed model outperforms Buy and Hold strategy.",none,Equity (Stocks),30,Real-world Data,Daily; Minute,Time Series,None,,01.01.2016,12.06.2020,No,Asia,No,Yes,Different timeframes,No,No,Yes,No,Sharpe ratio; Other: Annualized return,No,No,Simulation-based,Yes,Random or Naive Strategies,Yes,Yes,No,No
91,Wu 2020,Adaptive stock trading strategies with deep reinforcement learning methods,Mathis Jander,Wu2020,Adaptive Stock Trading Strategies with Deep Reinforcement Learning Methods,"Computer Science, Decision Sciences, Engineering, Mathematics",Primary,To develop adaptive stock trading strategies using GRU-based deep learning combined with RL.,Value-based Method; Actor-Critic Method,Algorithmic Trading,"Proposed GRU to extract features from raw data.
Designed risk-adjusted reward function to ensure stable returns.
Proposed strategies outperformed state-of-the-art benchmark strategies.",Did not include portfolio management.,Equity (Stocks),15,Real-world Data,Daily,Time Series,None,,01.08.2000,20.12.2018,No,Asia; Europe; North America,No,Yes,Different time series,Yes,Yes,Yes,No,"Other: Rate of return, Sortino ratio",No,No,Simulation-based,Yes,Algorithmic Baselines; State of the Art Algorithms,Yes,No,No,No
91,Wu 2020,Adaptive stock trading strategies with deep reinforcement learning methods,Consensus,Wu2020,Adaptive Stock Trading Strategies with Deep Reinforcement Learning Methods,"Computer Science, Decision Sciences, Engineering, Mathematics",Primary,To develop adaptive stock trading strategies using GRU-based deep learning combined with RL.,Value-based Method; Actor-Critic Method,Algorithmic Trading,"Proposed GRU to extract features from raw data.
Designed risk-adjusted reward function to ensure stable returns.
Proposed strategies outperformed state-of-the-art benchmark strategies.",Did not include portfolio management.,Equity (Stocks),15,Real-world Data,Daily,Time Series,None,,01.08.2000,20.12.2018,No,Asia; Europe; North America,No,Yes,Different time series,Yes,Yes,Yes,No,"Other: Rate of return, Sortino ratio",No,No,Simulation-based,Yes,Algorithmic Baselines; State of the Art Algorithms,Yes,No,No,No
90,Wu 2021,Portfolio management system in equity market neutral using reinforcement learning,Mathis Jander,Wu2021,"Portfolio management system in equity market neutral using
reinforcement learning",Computer Science,Primary,To design a reinforcement learning-based portfolio management system for equity market neutral strategies..,Policy-based Method,Portfolio Management,"Proposed RL-based portfolio management system concatenated with CNN and RNN.
Provided reward function based on Sharpe ratio to assess trade-off between profitability and risk.
Demonstrated applicability of CNN to formulation of equity market neutral portfolio as well as scalability to variety of datasets.",none,Equity (Stocks),50,Real-world Data,Daily,Time Series,None,,01.08.2015,31.07.2019,No,Asia,No,Yes,Different time series,No,No,Yes,No,"Sharpe ratio; Max drawdown; Other: Total return, Profit factor",No,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,No,No
90,Wu 2021,Portfolio management system in equity market neutral using reinforcement learning,Consensus,Wu2021,"Portfolio management system in equity market neutral using
reinforcement learning",Computer Science,Primary,To design a reinforcement learning-based portfolio management system for equity market neutral strategies..,Policy-based Method,Portfolio Management,"Proposed RL-based portfolio management system concatenated with CNN and RNN.
Provided reward function based on Sharpe ratio to assess trade-off between profitability and risk.
Demonstrated applicability of CNN to formulation of equity market neutral portfolio as well as scalability to variety of datasets.",none,Equity (Stocks),50,Real-world Data,Daily,Time Series,None,,01.08.2015,31.07.2019,No,Asia,No,Yes,Different time series,No,No,Yes,No,"Sharpe ratio; Max drawdown; Other: Total return, Profit factor",No,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines,Yes,No,No,No
89,Schnaubelt 2022,Deep reinforcement learning for the optimal placement of cryptocurrency limit orders,Mathis Jander,Schnaubelt2022,Deep reinforcement learning for the optimal placement of cryptocurrency limit orders,"Computer Science, Decision Sciences, Engineering, Mathematics",Primary,Apply deep reinforcement learning (DRL) to limit order placement in cryptocurrency markets.,Value-based Method; Actor-Critic Method,Optimal Order Execution,"Developed environment for RL agent training and evaluation.
Deployed two state-of-the-art DRL agents to optimise order limit placement.
Demonstrate that agent learns order submission strategies that align with empirical evidence.",none,Crypto,3,Real-world Data,Minute,Order Book,Market Data,,01.01.2018,30.06.2019,No,Africa; Asia; Australia and Oceania; Europe; North America; South America,No,Yes,Different time series; Different timeframes,No,No,Yes,Yes,Other: Average relative implementation shortfall,Yes,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines; State of the Art Algorithms,Yes,No,No,No
89,Schnaubelt 2022,Deep reinforcement learning for the optimal placement of cryptocurrency limit orders,Consensus,Schnaubelt2022,Deep reinforcement learning for the optimal placement of cryptocurrency limit orders,"Computer Science, Decision Sciences, Engineering, Mathematics",Primary,Apply deep reinforcement learning (DRL) to limit order placement in cryptocurrency markets.,Value-based Method; Actor-Critic Method,Optimal Order Execution,"Developed environment for RL agent training and evaluation.
Deployed two state-of-the-art DRL agents to optimise order limit placement.
Demonstrate that agent learns order submission strategies that align with empirical evidence.",none,Crypto,3,Real-world Data,Minute,Order Book,Market Data,,01.01.2018,30.06.2019,No,Africa; Asia; Australia and Oceania; Europe; North America; South America,No,Yes,Different time series; Different timeframes,No,No,Yes,Yes,Other: Average relative implementation shortfall,Yes,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines; State of the Art Algorithms,Yes,No,No,No
88,Chen 2023,Knowledge distillation for portfolio management using multi-agent reinforcement learning,Mathis Jander,Chen2023,Knowledge distillation for portfolio management using multi-agent reinforcement learning,Computer Science,Primary,The study aims to improve portfolio management strategies using reinforcement learning (RL) and knowledge distillation techniques. It introduces a multi-agent system to model financial markets more realistically and uses a teacher-student RL framework to enhance generalization ability.,Policy-based Method,Portfolio Management,"The teacher-student model improved profit performance compared to purely historical data-driven strategies.
The proposed RL framework outperformed baseline models by 48.8% (2019 data) and 25.1% (2021 data).
The model demonstrated stable performance across different stock combinations and timeframes","The study acknowledges that its dataset is limited to the Taiwan Stock Exchange (TWSE), which may restrict its generalizability.
Future research should focus on varying agent compositions to reflect a more dynamic market",Equity (Stocks),12,Real-world Data,Daily,Time Series,Market Data,,01.01.2013,31.12.2021,No,Asia,No,Yes,Different time series; Different timeframes,No,Yes,No,No,"Other: Profit value, Average reward, Downside volatility",No,No,Simulation-based,Yes,Random or Naive Strategies; Algorithmic Baselines; State of the Art Algorithms,Yes,No,Yes,No
